573319221.2273525	-141584065527.568	45684190946.16821	-21033367.71882826	-9932.9943164093	-28939.53050481743	0.9006915533942349	4000.0
573319222.2273525	-141584075460.55954	45684162006.63673	-21033366.818136185	-9932.988590230792	-28939.532590224648	0.9006926105033117	3999.9999666960584
573319226.2273525	-141584115192.46793	45684046248.48959	-21033363.21535727	-9932.96568551234	-28939.54093184179	0.9006968389473547	3999.999833480255
573319242.2273525	-141584274119.18597	45683583215.56781	-21033348.804072544	-9932.874066568866	-28939.574298124022	0.9007137528472765	3999.9993006164245
573319306.2273525	-141584909811.399	45681731078.54191	-21033291.156227335	-9932.507589679357	-28939.70776027039	0.9007814104270151	3999.99716915123
573319562.2273525	-141587452345.70413	45674322445.0272	-21033060.521542612	-9931.041664273409	-28940.241561134604	0.9010520724278553	3999.9886431324744
573320586.2273525	-141597618730.04596	45644686544.731026	-21032137.289714325	-9925.177677157135	-28942.376001022272	0.9021352274117658	3999.9545365295826
573324682.2273525	-141638224213.17453	45526121105.65004	-21028433.2584292	-9901.717165592634	-28950.901541618474	0.9064759635375739	3999.8180696576237
573341066.2273525	-141799684756.02606	45051511344.91849	-21013438.53750779	-9807.802415762733	-28984.808082873024	0.9239690547886084	3999.27155388163
573406602.2273525	-142430111721.66702	43147594118.20677	-20950542.059581287	-9430.999788139012	-29117.296868898244	0.9960420810576222	3997.0750605238813
573668746.2273525	-144703176169.62027	35450066785.36036	-20648330.335150573	-7906.758125833051	-29596.60408157816	1.3190908723807246	3988.118856979488
574203286.1146692	-148084165830.24377	19421216220.643036	-19729100.55284357	-4730.26449514699	-30318.122798364508	2.1635301735279002	3968.981009824732
574752622.8496461	-149771369456.778	2645877145.3546476	-18237658.72724574	-1406.0027436029038	-30694.59543160805	3.317125498497011	3948.055154940662
575316487.8008885	-149597259969.68326	-14679567875.309437	-15956822.113580687	2022.2516749544388	-30692.222548830534	4.830494686855914	3925.256715619112
575896234.2524195	-147410081286.55313	-32374106096.44052	-12616504.873372922	5512.965575995248	-30281.771961692415	6.7569947890552	3900.486183036865
576469403.7978009	-143280215812.25824	-49519175483.51314	-8106159.533717169	8879.513647771917	-29479.129813042327	9.04570234960745	3874.7814053373954
576961021.5244837	-138226024605.3378	-63779343506.08915	-3112288.7721216427	11663.262859588529	-28488.85390887176	11.318055381147595	3851.882346438968
577223956.8555162	-134969342653.94678	-71187697919.52988	37024.450648232676	13102.104481809063	-27849.922290537	12.650530775642732	3839.3521038215194
577569604.2766607	-130122297289.0007	-80653236937.76404	4729613.63156721	14931.741215727534	-26899.509542567946	14.525043787162607	3822.618714286495
577889305.9915639	-125087320885.93823	-89098158143.58119	9666891.465487728	16554.49571867529	-25913.91157926107	16.381097731967223	3806.911967692928
578288966.8192991	-118082536840.88855	-99186552667.08936	16703721.194636177	18479.003646601064	-24546.689949489886	18.86223728441572	3787.023439761668
578737360.4121008	-109340210399.82758	-109818500565.64928	25823484.7716201	20487.21293985723	-22848.054734017547	21.85039942358212	3764.4598344187903
579221994.8242681	-98924268173.7463	-120410978031.66165	37241793.940735035	22462.43681938773	-20836.76808087189	25.30917698228492	3739.8941514960065
579736945.3642856	-86867401469.41736	-130553179732.6283	51272693.63513799	24322.633692208536	-18527.00415976993	29.224127512348772	3713.738070326496
580279645.7124214	-73198467308.3195	-139910680034.63467	68306557.27844009	26002.012604085492	-15933.73590480654	33.588348028551515	3686.2906245189006
580849787.9016032	-57946758653.21726	-148185455910.5485	88817895.18158631	27443.539888983825	-13073.664913320987	38.398149536389965	3657.7913545850556
581449090.3909955	-41136082645.93275	-155092878499.30777	113395784.4327713	28594.798332979008	-9964.325254147361	43.652999816353095	3628.438316113421
582081717.5992879	-22768290975.509045	-160341031644.82422	142809963.4313492	29404.39380426093	-6621.513372938254	49.35920895172608	3598.3855076328095
582755714.940784	-2785190920.6521235	-163600119258.85034	178157449.98567745	29816.643050868475	-3053.4709557954984	55.54047065661628	3567.714399609877
583458249.3536253	18173738730.750362	-164454278034.63522	219448336.53272107	29771.388086131818	606.2657303723454	62.00328914932464	3537.5363769873115
584132377.5383893	38107220775.17534	-162893070943.1298	263319455.05417576	29300.02361027691	4002.0987572063914	68.13465656109429	3510.5734110468293
584790301.0236852	57130063612.63026	-159211925007.61508	310077244.23006594	28468.72183606035	7158.6091547552005	73.97258423671735	3486.368880091586
585440665.4689397	75288815107.25238	-153592631531.57846	360007392.46980816	27322.40993093209	10087.322482498499	79.53227070974333	3464.6743849017753
586091903.6470844	92630103191.294	-146127827873.9748	413542744.16774374	25889.77404598869	12798.540114541029	84.82919155217694	3445.323573275481
586754713.2646391	109236498410.4642	-136799189097.36203	471465666.8632883	24180.66573565995	15306.27701100272	89.89202309422197	3428.188513574101
587447013.9649644	125293167297.42357	-125378743027.64154	535416152.5414861	22171.557047129452	17635.957896956348	94.78600581763446	3413.145328949282
588192483.2566336	140951242036.8756	-111402411274.70456	607893731.1490839	19807.011947282648	19800.69347280081	99.5786795473857	3400.277830151079
588933074.618703	154702075603.7728	-96052315898.44406	683251570.0779299	17307.266297544895	21593.572397983797	103.84826896542455	3390.933176736855
589676692.6205555	166607040657.98077	-79435817400.35393	761923783.1595712	14699.666753578265	23038.812371288546	107.67157994561055	3384.9310655651225
590079590.5195283	172240529672.34155	-70021620793.30853	805690628.405783	13263.388779073552	23676.9168890916	109.57002975873856	3382.9999966686823
590522267.1052747	177760982240.5572	-59406081453.59553	854634245.1599607	11677.12661933382	24264.211912550294	111.53673644020614	3381.6768507213583
590993409.9886767	182864680681.28815	-47851725570.92122	907654771.0020709	9988.838322927928	24762.63849384857	113.51866458622746	3380.2864937090067
591469299.5577005	187214183866.20236	-35972966849.44519	962136387.0519773	8292.957993367392	25138.872412341447	115.43825089032333	3377.966343312733
591946884.2606792	190771842360.21045	-23901351258.52124	1017718731.1304448	6609.319056574845	25393.987814053933	117.32290419285576	3374.460077826886
592516336.3065984	193971782094.87326	-9389578736.644228	1085169290.3173525	4636.529316711487	25546.94528944171	119.58222368764044	3368.710040560443
593087683.1630765	196066741405.5964	5213438092.709478	1154161548.8504949	2705.8503763578356	25546.17058045611	121.95051642306271	3361.2812292615204
593663247.3819084	197078327507.3007	19881869010.215317	1225085799.2171993	819.813198678899	25401.383909074786	124.54511014755337	3352.2120556721316
594245534.5311308	197016501403.23972	34597233562.924126	1298448827.3829324	-1020.1951216361158	25120.460664056405	127.50385805201749	3341.5351452026516
594836365.9862862	195880816860.00302	49323878701.39324	1374783314.023596	-2810.923829841858	24710.16819661787	130.98547126079478	3329.2918062103977
595436971.6605762	193666674424.5747	64010359155.29071	1454674581.423833	-4547.7659708835545	24176.97294002295	135.17241472422842	3315.5380895663147
596048005.2262584	190370713697.58115	78590079342.55408	1538779753.6719573	-6225.1301842336	23527.646686003485	140.27166520915583	3300.350404334664
596669487.2103059	185996170197.71405	92981346893.3985	1627835248.4072363	-7836.706418325147	22769.77988913965	146.51221650231588	3283.8306571646276
597300680.0424532	180558839480.93277	107087173992.81606	1722645671.140834	-9375.662838142862	21912.271761875912	154.1376294358954	3266.1108515015057
597939893.126803	174094166758.29877	120795176952.48853	1824042285.3987203	-10834.795684955456	20965.8466688771	163.39127328758155	3247.357091509724
598584207.3955506	166665951618.73068	133977858121.58775	1932792334.9393475	-12206.630126210432	19943.645653176856	174.4912476404302	3227.7733124238625
599229080.4011577	158377469993.82898	146493113822.8132	2049428449.1783092	-13483.411728907056	18861.990157471413	187.5910350317494	3207.6065968399416
599867706.762576	149387221064.33023	158183522975.01562	2173940695.0105824	-14656.795399760478	17741.590102555543	202.71934903377766	3187.160185789021
600489740.5413923	139936417117.96796	168869360220.59952	2305197054.7631497	-15716.690342368289	16610.018731794844	219.6830282370385	3166.8316781267463
601078017.7497206	130413536033.1823	178317983155.0698	2439678048.9600177	-16647.518104094423	15508.232923616648	237.8775349242051	3147.2305673327864
601415026.9751381	124717756667.50606	183436200371.84338	2521746352.7843094	-17150.854521571615	14864.688074763502	249.28264149333307	3135.8239310629615
601830339.4921643	117470874933.46782	189443070753.35422	2628366235.210993	-17742.398287694035	14060.284255293493	264.3493945810669	3121.5671044657392
602319256.9783391	108633940477.3398	196082879102.46338	2762239050.9922647	-18399.683768955223	13098.376947022	283.545070650805	3104.4590753987763
602932755.7510419	97107081377.3535	203743105071.00302	2944147058.4883666	-19167.454544242817	11870.049012010644	309.8946464132176	3082.3934373417724
603644168.1946126	83176499078.50975	211672710130.17838	3176402465.511133	-19982.658515949173	10417.588034183247	343.6104708549417	3055.75864010323
604446395.2905184	66807388787.00594	219361353747.04398	3468631011.4189878	-20810.898952222287	8744.418537094358	385.62562375054114	3023.9864787092697
605340585.4450248	47825488193.91969	226330194414.89944	3836147068.235717	-21626.794666721973	6834.3909679307035	437.17725717390636	2985.779478019658
