573319221.2273525	585162266.5067824	148771950837.92908	207055437776.99597	0.0002449500569230677
573319222.2273525	585162118.9996318	148771951404.39798	207055420647.0786	0.00024495008732894986
573319226.2273525	585161528.9744925	148771953670.27524	207055352127.40848	0.0002449502089525367
573319242.2273525	585159168.9334478	148771962733.81705	207055078048.71704	0.00024495069544791954
573319306.2273525	585149729.7113527	148771998988.49753	207053981733.77588	0.0002449526414458926
573319562.2273525	585111987.9038635	148772144015.43365	207049596471.2081	0.00024496042570089187
573320586.2273525	584961262.2201314	148772724254.60577	207032055376.13077	0.0002449915669289071
573324682.2273525	584362240.4789759	148775047314.33545	206961890282.01282	0.00024511619906215194
573341066.2273525	582029290.4473372	148784373214.84494	206681218684.09805	0.00024561579628780384
573406602.2273525	573774304.9352703	148822216225.13556	205558365555.22906	0.00024763084770397606
573668746.2273525	562041986.028649	148982270269.93634	201065106406.5762	0.0002559301539568748
574717322.2273525	936405058.8449601	149764386489.0359	183115594432.54257	0.0002913262320961046
576671676.8935292	2623961478.4546156	151850795076.58203	150304794816.3643	0.00035357809085494163
578435233.5548437	4618679567.4015255	154454358170.53702	122292013598.00313	0.0003910828782426975
580740905.681898	7805662714.337235	158876124419.18533	89427626269.24893	0.00039947290604724526
582868728.4684502	11901483628.716248	163912742923.22952	64209552858.872086	0.0003625616223818681
585091266.5108453	18683902028.71547	170024445433.47742	44333950544.06263	0.00028351880441695413
587278805.4681498	29283912549.284416	176716071392.82635	32025921665.40717	0.00017767185260984832
588857924.516571	39948856587.46028	181847950869.46594	27378915053.907738	9.35331706314194e-05
589588722.8440567	45805768350.085266	184281780582.37305	26142583424.10174	5.548271653640234e-05
590173180.9139907	50932787204.72159	186246983044.65833	25438778727.381977	2.92755767318479e-05
590662168.3847615	55518258458.58525	187900518511.0521	24986264159.28054	2.2975818198803553e-05
591107579.0973958	59925449092.90282	189411812706.24695	24646094858.44061	3.7046223599155356e-05
591636756.0185401	65448468271.661705	191210947506.876	24293150581.22947	6.0662867821261795e-05
592478563.2192913	74886137808.13232	194073633748.67102	23759154606.52318	9.935546298321127e-05
593719834.0353134	90181060232.76141	198272859172.62054	22831169529.747868	0.0001521034628140088
595701452.1416298	117700138605.65965	204838437264.4731	20597656515.885117	0.00021997502077717395
598523941.6600231	161967252779.79962	213668904508.22195	15671954069.906088	0.0002803647845436972
600749363.8554889	199157206641.69196	220040508336.2065	10896201500.162025	0.00031000887751796803
603470398.9854212	244454609973.9335	227033191324.62732	5236409463.117116	0.0003639943829205552
606529301.6497527	291510236088.7455	233943847819.87518	1380583315.162392	0.0005112952130191618
